#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-10-18T14:32:59 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5806326966da	
#INFO	-out.max=unlimited	
#INFO	queryParameters=46	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-nav=cat:B/sb9&tab:{B/sb9/main}&tab:{B/sb9/orbits}&key:source=B/sb9/main&key:source=B/sb9/orbits&HTTPPRM:&&-ref=VIZ5806326966da&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=B/sb9/main,B/sb9/orbits
#-order=I
#-out=Seq
#-sort=Seq
#-joincol={B/sb9/main}.{Seq}
#-joincol=Seq
#-out=N
#-out=RAJ2000
#-out=DEJ2000
#-out=Comp
#-out=mag1
#-out=n_mag1
#-out=mag2
#-out=n_mag2
#-out=Sp1
#-out=Sp2
#-out=Name
#-out=Simbad
#Simbad=Simbad
#-out=o
#-out=Per
#-out=f_Per
#-out=e_Per
#-out=e
#-out=f_e
#-out=e_e
#-out=K1
#-out=K2
#-out=V0
#-out=rms1
#-out=rms2
#-out=Grade
#Grade=> -1
#-out=Ref
#SB8=SB8
#-out=Details
#Details=Details
#

#RESOURCE=join
#Name: #Join
#Title:  Join tables B/sb9/main,B/sb9/orbits
#
#Table	B_sb9_main_B_sb9_orbits:
#Name: B/sb9/main,B/sb9/orbits
#Title:
#Column	_RAJ20001	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ20001	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Seq1	(I4)	[1/3531] System Number (SB8 number when Seq<=1469) \linkRole{aliases and known periods for this binary } [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	N1	(A1)	{\bf N} when a note exists	[ucd=phot.mag;em.IR.8-15um]
#Column	RAJ20001	(A11)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ20001	(A11)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	Comp1	(a5)	Component	[ucd=meta.code.multip]
#Column	mag11	(F6.3)	? Magnitude of component 1	[ucd=phot.mag]
#Column	n_mag11	(A1)	[JPBVRyrIK] Filter in which mag1 is given	[ucd=meta.note]
#Column	mag21	(F6.3)	? Magnitude of component 2	[ucd=phot.mag]
#Column	n_mag21	(A1)	[PBVRyrIK] Filter in which mag2 is given	[ucd=meta.note]
#Column	Sp11	(a16)	MK Spectral type component 1	[ucd=src.spType]
#Column	Sp21	(a10)	MK Spectral type component 2	[ucd=src.spType]
#Column	Name1	(a29)	Name of the source (HIP when existing)	[ucd=meta.id]
#Column	Simbad1	(a6)	ask the {\bf\fg{FireBrick}Simbad} data-base about this object	[ucd=meta.ref.url]
#Column	N2	(A1)	{\bf N} when a note exists	[ucd=phot.mag;em.IR.8-15um]
#Column	o2	(I1)	Orbit number [NULL integer written as an empty string]	[ucd=meta.id]
#Column	Per2	(F12.4)	[0.05,116675] Period	[ucd=time.period]
#Column	f_Per2	(A1)	[a] a=assumed (fixed)	[ucd=meta.code]
#Column	e_Per2	(F12.4)	? Mean error on Per	[ucd=stat.error]
#Column	e2	(F6.4)	Orbital eccentricity	[ucd=src.orbital.eccentricity]
#Column	f_e2	(A1)	[>a] a=assumed (fixed) (1)	[ucd=meta.code]
#Column	e_e2	(F6.4)	? Mean error on eccentricity	[ucd=stat.error]
#Column	K12	(F7.2)	? Velocity amplitude of primary	[ucd=phys.veloc]
#Column	K22	(F7.2)	? Velocity amplitude of secondary	[ucd=phys.veloc]
#Column	V02	(F7.2)	? Systemtic velocity	[ucd=phys.veloc]
#Column	rms12	(F7.2)	? rms residuals of Radial Velocity primary	[ucd=stat.stdev]
#Column	rms22	(F7.2)	? rms residuals of Radial Velocity secondary	[ucd=stat.stdev]
#Column	Grade2	(F4.1)	? Grade of orbit (0=poor, 5=definitive)	[ucd=stat.weight]
#Column	Ref2	(a51)	Reference (bibcode) of orbit publication	[ucd=meta.bib]
#Column	Details2	(a7)	Detailed velocities and plots from http://sb9.astro.ulb.ac.be/	[ucd=meta.ref.url]
dec|ra|Seq|N|RAJ2000|DEJ2000|Comp|mag1|n_mag1|mag2|n_mag2|Sp1|Sp2|Name|Simbad|N|o|Per|f_Per|e_Per|e|f_e|e_e|K1|K2|V0|rms1|rms2|Grade|Ref|Details
-46.26558|017.39246|  61| |01 09 34.19|-46 15 56.1|     | 8.580|V| 9.350|V|F7V             |K0IV      |HIP 5438                     |Simbad| |2|     24.5923| |      0.0001|0.1900| |0.0100|  49.90|  47.80|  -5.95|       |       | 4.0|1979A&AS...36..453I                                |Details
+27.60647|018.34408|  62| |01 13 22.58|+27 36 23.3|     | 8.800| |      | |K0              |          |BD +26 197                   |Simbad| |1|   1969.0000| |            |0.5900| |      |   8.30|       | -47.00|       |       | 4.0|1984MNRAS.210..745G                                |Details
+26.24167|018.43875|  63| |01 13 45.30|+26 14 30.0|     | 7.900| |      | |K5III           |          |HIP 5744                     |Simbad| |1|    659.9000| |            |0.5000| |      |  19.50|       | -29.20|       |       | 4.0|1980JRASC..74..348G                                |Details
+60.93900|018.69096|  64|N|01 14 45.83|+60 56 20.4|A    | 7.260|V|      | |F7IV            |          |HIP 5829                     |Simbad|N|1|      5.3337| |            |0.1600| |      |  79.10|  83.40|   4.60|       |       | 4.0|1987A&A...178..114D                                |Details
 +7.57825|018.43863|  65|N|01 13 45.27|+07 34 41.7|B    | 6.270|V|      | |F7V             |G7V       |HIP 5743                     |Simbad|N|1|      9.0753| |            |0.0400| |      |  53.40|  75.30|  10.70|       |       | 4.0|1984PASP...96..179B                                |Details
+16.13347|018.53179|  66|N|01 14 07.63|+16 08 00.5|     | 5.980|V|      | |B8III           |          |HIP 5778                     |Simbad|N|1|    800.9000| |            |0.3100| |      |   3.50|       | -15.20|       |       | 2.0|1984A&AS...57...55S                                |Details
+65.29161|019.51125|  67|N|01 18 02.70|+65 17 29.8|     |11.060|V|      | |B0.5II          |          |GCVS V662 Cas                |Simbad|N|1|     11.5910| |            |0.0000| |      |  17.00|       | -56.00|       |       | 2.0|1985ApJ...299..839C                                |Details
 -2.50036|019.15121|  68|N|01 16 36.29|-02 30 01.3|A    | 5.410|V|      | |G5IIIe          |          |HIP 5951                     |Simbad|N|1|     56.8147| |            |0.0400| |      |   7.20|       | -30.20|       |       | 3.0|N????                                              |Details
 -2.50036|019.15121|  68|N|01 16 36.29|-02 30 01.3|A    | 5.410|V|      | |G5IIIe          |          |HIP 5951                     |Simbad|N|2|     56.8240| |      0.0110|0.0000|a|      |   7.13|       | -30.11|       |       | 5.0|1989AJ.....97.1139F                                |Details
+63.74000|019.63292|  69|N|01 18 31.90|+63 44 24.0|     |15.640|V|      | |em              |          |GCVS V635 Cas                |Simbad|N|1|     24.3090| |            |0.3400| |      | 133.70|       |       |       |       | 5.0|1978ApJ...224L...1R                                |Details
+62.39678|019.79312|  70|N|01 19 10.35|+62 23 48.4|     |10.000| |10.950| |B3              |B9        |HIP 6174                     |Simbad|N|1|     11.7203| |            |0.0000| |      | 160.00| 120.00| -20.00|       |       | 1.0|1946ApJ...103...76S                                |Details
-73.44333|019.27146|  71|N|01 17 05.15|-73 26 36.0|     |13.150|V|13.350|V|B0I             |          |SMC X-1                      |Simbad|N|1|      3.8922| |            |0.0000| |      | 299.50|  19.00| 180.00|       |       | 5.0|1977ApJ...217..543P                                |Details
 +0.71206|020.70958|  72|N|01 22 50.30|+00 42 43.4|     | 8.200|V|      | |G5V             |G5V       |HIP 6448                     |Simbad|N|1|      0.5158| |            |0.0000| |      |  77.20|  84.30| -82.80|       |       | 2.0|1985ApJ...297..691B                                |Details
+37.71494|020.91925|  73|N|01 23 40.62|+37 42 53.8|     | 5.580|V|      | |F2m             |F2m       |HIP 6514                     |Simbad|N|1|     35.3710| |            |0.6300| |      |  39.00|  40.50|  13.30|       |       | 5.0|1967JRASC..61...56F                                |Details
+37.71494|020.91925|  73|N|01 23 40.62|+37 42 53.8|     | 5.580|V|      | |F2m             |F2m       |HIP 6514                     |Simbad|N|2|     35.3681| |      0.0001|0.6478| |0.0009|  39.22|  40.47|  14.11|       |       | 5.0|2011AJ....142...69F                                |Details
 -6.91467|021.08542|  74|N|01 24 20.50|-06 54 52.8|AB   | 5.910|V|      | |F4V             |          |HIP 6564                     |Simbad|N|1|   5895.0100| |            |0.9200| |      |  40.10|       |       |       |       | 2.0|1973JRASC..67..255F                                |Details
+23.51153|021.39867|  75|N|01 25 35.68|+23 30 41.5|A    | 6.180|V|      | |F5III           |          |HIP 6669                     |Simbad|N|1|      5.4291| |            |0.3800| |      |  14.50|       | -15.90|       |       | 3.0|1954PDAO....9..407W                                |Details
+89.26411|037.95450|  76|N|02 31 49.08|+89 15 50.8|A    | 2.020|V|      | |F8Ib            |(A5)      |HIP 11767                    |Simbad|N|1|  11125.3000| |            |0.6400| |      |   4.10|       | -16.40|       |       | 4.0|1965ApJ...141.1415R                                |Details
+70.26461|022.80733|  77|N|01 31 13.76|+70 15 52.6|     | 5.820| |      | |F6V             |          |HIP 7078                     |Simbad|N|1|    134.0780| |            |0.3100| |      |  19.90|       |   1.10|       |       | 3.0|1954PDAO....9..407W                                |Details
+70.26461|022.80733|  77|N|01 31 13.76|+70 15 52.6|     | 5.820| |      | |F6V             |          |HIP 7078                     |Simbad|N|2|    134.1301| |      0.0049|0.2398| |0.0014|  23.65|  31.44|   3.00|       |       | 5.0|2011AJ....142...69F                                |Details
-43.31822|022.09137|  78|N|01 28 21.93|-43 19 05.6|     | 3.400|V|      | |K5Ib            |          |HIP 6867                     |Simbad|N|1|    193.7900| |            |0.0000| |      |  16.00|       |  26.00|       |       | 4.0|1936ApJ....84...85L                                |Details
+54.01897|023.02287|  79|N|01 32 05.49|+54 01 08.3|     | 7.890|V| 9.280| |B8              |          |HIP 7145                     |Simbad|N|1|      3.6877| |            |0.0600| |      |  52.90|       | -51.20|       |       | 2.0|1969A&A.....2..388Y                                |Details
+16.94722|023.01304|  80|N|01 32 03.13|+16 56 50.0|A    | 6.790|V|      | |G5              |          |HIP 7143                     |Simbad|N|1|     36.5880| |            |0.2000| |      |  30.00|       |  -3.40|       |       | 3.0|1940PDDO....1..194H                                |Details
+16.94722|023.01304|  80|N|01 32 03.13|+16 56 50.0|A    | 6.790|V|      | |G5              |          |HIP 7143                     |Simbad|N|2|     36.5184| |      0.0007|0.1090| |0.0420|  31.00|  43.85|  -4.05|   5.37|       | 3.0|2012sf2a.conf...87H                                |Details
+16.04694|022.97858|  81|N|01 31 54.86|+16 02 49.0|     | 7.810| |      | |G5              |          |HIP 7134                     |Simbad|N|1|     53.5044| |            |0.3900| |      |  24.30|       | -14.80|       |       | 4.0|1975Obs....95...98G                                |Details
+16.04694|022.97858|  81|N|01 31 54.86|+16 02 49.0|     | 7.810| |      | |G5              |          |HIP 7134                     |Simbad|N|2|     53.5115| |      0.0002|0.3982| |0.0050|  24.40|  33.75| -14.81|   0.89|       | 5.0|2012sf2a.conf...87H                                |Details
-49.52814|023.13721|  82|N|01 32 32.93|-49 31 41.3|     | 7.900| | 8.300| |G0              |          |HIP 7183                     |Simbad|N|1|      0.3624| |            |0.0000| |      | 118.20| 256.50|  -9.50|       |       | 2.0|1978AcA....28...49D                                |Details
-73.41772|022.76721|  83|N|01 31 04.13|-73 25 03.8|     |12.700|P|      | |O4V             |WO4       |Sk 188                       |Simbad|N|1|     16.6440| |            |0.0000| |      |  35.00| 132.00| 146.00|       |       | 1.0|1985ApJ...292..511M                                |Details
+24.21686|024.10271|  84|N|01 36 24.65|+24 13 00.7|     | 9.100| |      | |K0              |          |HIP 7487                     |Simbad|N|1|    183.0100| |            |0.1900| |      |  15.90|       | -13.30|       |       | 3.0|1982MNRAS.201..487G                                |Details
+58.15631|024.73179|  85|N|01 38 55.63|+58 09 22.7|     |10.790| |      | |WN3             |abs       |HIP 7681                     |Simbad|N|1|     46.8500| |            |0.0000| |      |  33.00|       | 100.00|       |       | 1.0|1986AJ.....91.1392M                                |Details
+61.42119|025.56879|  86|N|01 42 16.51|+61 25 16.3|     |10.970|P|11.780|P|M0epIb:         |B         |BD +60 310                   |Simbad|N|1|   3406.0000| |            |0.4900| |      |  25.80|       | -36.30|       |       | 2.0|1977PASP...89..882C                                |Details
+25.74572|025.32654|  87|N|01 41 18.37|+25 44 44.6|A    | 6.180|V|      | |F2III           |F2III     |HIP 7874                     |Simbad|N|1|      4.4347| |            |0.1100| |      |  81.50|  88.60|   4.60|       |       | 3.0|1921ApJ....53..201S                                |Details
+50.68872|025.91517|  88|N|01 43 39.64|+50 41 19.4|     | 4.070|V|      | |B2Vep           |          |HIP 8068                     |Simbad|N|1|    126.6960| |            |0.0200| |      |  16.80| 105.30|  -8.40|       |       | 2.0|1981PASP...93..297P                                |Details
+32.19203|025.95892|  89|N|01 43 50.14|+32 11 31.3|     | 6.340| |      | |G8III-IV        |          |HIP 8086                     |Simbad|N|1|     78.0073| |            |0.0200| |      |  20.10|       |  -3.70|       |       | 4.0|1949PDDO....1..490N                                |Details
-67.89094|025.25158|  90|N|01 41 00.38|-67 53 27.4|     |14.900|V|16.400|V|em              |          |GCVS BL Hyi                  |Simbad|N|1|      0.0785| |            |0.0000| |      | 142.00|       |  28.00|       |       | 1.0|1985PASP...97..423H                                |Details
-20.89294|027.22558|  91| |01 48 54.14|-20 53 34.6|A    |10.700|V|      | |G5              |G5        |HIP 8447                     |Simbad| |1|      0.3169| |            |0.0000| |      | 135.00| 255.00|  20.00|       |       | 1.0|1950ApJ...111R.658S                                |Details
+50.79281|028.03904|  92|N|01 52 09.37|+50 47 34.1|     | 5.620| |      | |B9p             |          |HIP 8714                     |Simbad|N|1|      5.6270| |            |0.0200| |      |  26.50|       |  11.40|       |       | 4.0|1975JRASC..69...22H                                |Details
-10.33503|027.86512|  93|N|01 51 27.63|-10 20 06.1|     | 3.720|V|      | |K2III           |          |HIP 8645                     |Simbad|N|1|   1652.0000| |            |0.5900| |      |   3.30|       |   9.20|       |       | 1.0|1928AnCap..10....8S                                |Details
+29.57883|028.27046|  94|N|01 53 04.91|+29 34 43.8|     | 3.410|V|      | |F6IV            |          |HIP 8796                     |Simbad|N|1|      1.7670| |            |0.0700| |      |  10.60|       | -16.20|       |       | 3.0|1978AcA....28..235P                                |Details
+68.68525|029.00013|  95| |01 56 00.03|+68 41 06.9|     | 4.990|V|      | |B8III           |          |HIP 9009                     |Simbad| |1|     69.9200| |            |0.3000| |      |  29.60|       | -24.80|       |       | 3.0|1915PDO.....2...89Y                                |Details
+40.65597|028.65788|  96|N|01 54 37.89|+40 39 21.5|     | 7.270| |      | |K2              |          |HIP 8902                     |Simbad|N|1|   1629.0000| |            |0.3200| |      |   5.50|       | -26.60|       |       | 4.0|1979Obs....99..124G                                |Details
+40.70203|028.72408|  97|N|01 54 53.78|+40 42 07.3|     | 6.240|V|      | |K2              |          |HIP 8922                     |Simbad|N|1|    838.0000| |            |0.0000| |      |   4.30|       |  31.90|       |       | 3.0|1981Obs...101..175G                                |Details
+20.80803|028.66004|  98|N|01 54 38.41|+20 48 28.9|     | 2.600|V|      | |A5V             |          |HIP 8903                     |Simbad|N|1|    106.9973| |            |0.9000| |      |  37.10|  66.60|  -4.00|       |       | 4.0|1971PDDO....3...99G                                |Details
+20.80803|028.66004|  98|N|01 54 38.41|+20 48 28.9|     | 2.600|V|      | |A5V             |          |HIP 8903                     |Simbad|N|2|    106.9940| |      0.0007|0.8802| |0.0008|  34.09|  66.62|  -3.10|   2.84|   0.94| 5.0|2000A&AS..145..215P                                |Details
+59.62594|029.57725|  99|N|01 58 18.54|+59 37 33.4|     | 6.650|V|      | |A0V             |          |HIP 9188                     |Simbad|N|1|      7.4391| |            |0.0000| |      |  31.60|  35.60|  -9.50|       |       | 3.0|1972PDAO...14...97B                                |Details
+38.07456|029.44192| 100|N|01 57 46.06|+38 04 28.4|     |10.440|V|10.930|V|F3IV-Vnnp       |F8        |BD +37 435                   |Simbad|N|1|      1.0105| |            |0.0000| |      | 110.00| 180.00|   5.40|       |       | 2.0|1986BAAS...18..682S                                |Details
+17.81753|029.33771| 101| |01 57 21.05|+17 49 03.1|     | 5.100|V|      | |K1p             |          |HIP 9110                     |Simbad| |1|   1567.6600| |            |0.3600| |      |  10.80|       |  -4.90|       |       | 4.0|1946ApJ...103...15G                                |Details
+37.75297|029.65371| 102|N|01 58 36.89|+37 45 10.7|     | 9.580|V|      | |F2              |          |BD +37 444                   |Simbad|N|1|      6.5930| |            |0.2000| |      |  59.30|  60.20|   5.00|       |       | 3.0|1986PASP...98.1321P                                |Details
+70.90703|030.48937| 103|N|02 01 57.45|+70 54 25.3|AB   | 4.540|V|      | |A4V             |          |HIP 9480                     |Simbad|N|1|  15011.5000| |            |0.3400| |      |   4.00|       |  -8.50|       |       | 1.0|1965ApJS...11..429A                                |Details
+27.88867|030.14058| 104|N|02 00 33.74|+27 53 19.2|A    | 8.820|V| 9.660|V|A5V             |G0V       |HIP 9383                     |Simbad|N|1|      0.9715| |            |0.0000| |      | 110.00|       |  -5.00|       |       | 3.0|1946ApJ...103...76S                                |Details
-18.20783|030.05017| 105|N|02 00 12.04|-18 12 28.2|     |10.100|V|11.100|V|A8V             |G         |BD -18 349                   |Simbad|N|1|      0.7905| |            |0.0000| |      | 109.20| 214.00|   3.50|       |       | 2.0|1986MNRAS.218..159M                                |Details
+55.62400|030.62554| 106|N|02 02 30.13|+55 37 26.4|     | 8.900| |      | |ON9V            |          |HIP 9523                     |Simbad|N|1|      3.0705| |      0.0007|0.2100| |0.0300|  22.50|       | -41.50|   1.37|       | 2.0|1978ApJ...222..234B                                |Details
+42.32972|030.97479| 107|N|02 03 53.95|+42 19 47.0|B    | 4.840|V|      | |B9.5V           |B9.5V     |HIP 9640                     |Simbad|N|1|      2.6700| |            |0.2900| |      | 141.00| 112.50|   2.50|       |       | 2.0|1960ApJ...131..119M                                |Details
+22.64831|031.64133| 108|N|02 06 33.92|+22 38 53.9|     | 5.040|V|      | |Am              |          |HIP 9836                     |Simbad|N|1|     15.2938| |            |0.6100| |      |  34.50|  35.40|  11.50|       |       | 4.0|1931LicOB..15..117J                                |Details
+79.69331|033.12221| 109|N|02 12 29.33|+79 41 35.9|A    | 7.170|V|      | |A7m             |          |HIP 10285                    |Simbad|N|1|      4.1212| |            |0.0000| |      |  74.60|  79.40| -33.90|       |       | 3.0|1969MmSAI..40..553M                                |Details
+15.29500|031.72117| 110|N|02 06 53.08|+15 17 42.0|     |10.200|V|      | |sd              |          |BD +14 341                   |Simbad|N|1|      0.1376| |            |0.0000| |      |  57.00|       |  34.00|       |       | 1.0|1985PASP...97..437T                                |Details
+34.98731|032.38596| 111|N|02 09 32.63|+34 59 14.3|     | 3.000|V|      | |A5III           |          |HIP 10064                    |Simbad|N|1|     31.3884| |            |0.5300| |      |  33.30|  69.20|  15.20|       |       | 4.0|1960PDAO...11..277E                                |Details
+34.98731|032.38596| 111|N|02 09 32.63|+34 59 14.3|     | 3.000|V|      | |A5III           |          |HIP 10064                    |Simbad|N|2|     31.3891| |      0.0002|0.4330| |0.0041|  27.36|  70.10|  12.30|   6.86|   4.30| 5.0|2000A&AS..145..215P                                |Details
+30.30306|033.09283| 112|N|02 12 22.28|+30 18 11.0|A    | 5.500| |      | |G5III           |          |HIP 10280                    |Simbad|N|1|     14.7320| |            |0.0400| |      |  56.50|  57.00| -19.10|       |       | 3.0|1921PDAO....2..129H                                |Details
+30.30306|033.09283| 113|N|02 12 22.28|+30 18 11.0|B    | 6.700| |      | |F5V             |          |HIP 10280                    |Simbad|N|1|      2.2365| |            |0.0000| |      |  95.40| 101.00| -19.80|       |       | 3.0|1936ApJ....84...85L                                |Details
+51.06583|033.40142| 114| |02 13 36.34|+51 03 57.0|     | 5.320|V|      | |K0III           |          |HIP 10366                    |Simbad| |1|   1650.0000| |            |0.7500| |      |  13.50|       |  27.30|       |       | 1.0|1936ApJ....83..433C                                |Details
+67.28392|034.17404| 115| |02 16 41.77|+67 17 02.1|     | 7.010|V|      | |K4II            |          |HIP 10618                    |Simbad| |1|    693.5000| |            |0.2300| |      |   3.40|       |  -9.40|       |       | 4.0|1983Obs...103..284G                                |Details
+52.51108|033.86950| 116|N|02 15 28.68|+52 30 39.9|     | 7.300| |      | |K4              |          |HIP 10514                    |Simbad|N|1|   1385.0000| |            |0.0600| |      |  11.50|       | -56.00|       |       | 4.0|1977Obs....97..196G                                |Details
+34.22422|034.26346| 117|N|02 17 03.23|+34 13 27.2|A    | 4.870|V|      | |G0V             |          |HIP 10644                    |Simbad|N|1|     10.0201| |            |0.0100| |      |   9.40|       |  -5.90|       |       | 4.0|1976ApJS...30..273A                                |Details
+34.22422|034.26346| 117|N|02 17 03.23|+34 13 27.2|A    | 4.870|V|      | |G0V             |          |HIP 10644                    |Simbad|N|2|     10.0195| |      0.0002|0.0107| |0.0055|  10.52|  11.85|  -6.57|   0.30|   1.00| 3.0|2000A&AS..145..215P                                |Details
 +1.75781|034.50600| 118|N|02 18 01.44|+01 45 28.1|     | 5.560|V|      | |F9V             |          |HIP 10723                    |Simbad|N|1|     93.5000| |            |0.4500| |      |  19.40|       |  25.80|       |       | 2.0|1930PDAO....6....1H                                |Details
 +1.75781|034.50600| 118|N|02 18 01.44|+01 45 28.1|     | 5.560|V|      | |F9V             |          |HIP 10723                    |Simbad|N|2|     93.2900| |      0.0010|0.5249| |0.0003|  19.27|       |  25.72|   0.08|       | 5.0|2007AJ....133.2431F                                |Details
+59.24792|035.31450| 119|N|02 21 15.48|+59 14 52.5|     | 7.620| |      | |K0II-III        |          |HIP 10969                    |Simbad|N|1|    100.1900| |            |0.0000| |      |   5.60|       |  10.40|       |       | 4.0|1985Obs...105..126G                                |Details
+41.47992|035.72621| 120| |02 22 54.29|+41 28 47.7|     | 7.470|V|      | |ON8V            |          |HIP 11099                    |Simbad| |1|     15.3350| |            |0.6800| |      |  31.30|       | -46.00|       |       | 1.0|N1974                                              |Details
+41.47992|035.72621| 120| |02 22 54.29|+41 28 47.7|     | 7.470|V|      | |ON8V            |          |HIP 11099                    |Simbad| |3|     15.4082|a|            |0.6995| |0.0034|  18.97|       | -38.17|   1.96|       | 5.0|2007ApJ...655..473M                                |Details
+16.87028|035.63833| 121| |02 22 33.20|+16 52 13.0|     | 6.780| |      | |A1s             |          |HIP 11075                    |Simbad| |1|      4.3174| |            |0.0500| |      |  59.50|       |  13.90|       |       | 4.0|1949PDDO....1..493H                                |Details
+56.10278|036.49171| 122|N|02 25 58.01|+56 06 10.0|Aa   | 7.880|V| 8.560|V|B5V             |A5III     |HIP 11346                    |Simbad|N|1|      2.7277| |            |0.0000| |      |  70.50| 223.70|       |       |       | 3.0|1986MNRAS.222..167H                                |Details
+56.10278|036.49171| 123|N|02 25 58.01|+56 06 10.0|AB   | 7.880|V| 8.560|V|B5V             |A5III     |HIP 11346                    |Simbad|N|1|     98.0100| |            |0.0000| |      |       |  33.10| -13.20|       |       | 2.0|1986MNRAS.222..167H                                |Details
+28.09747|036.40062| 124|N|02 25 36.15|+28 05 50.9|     |12.630|V|15.810|V|em              |          |GCVS RW Tri                  |Simbad|N|1|      0.2319| |            |0.0000| |      | 197.00|       | 107.00|       |       | 2.0|1983ApJ...267..239K                                |Details
+14.48778|036.33262| 125|N|02 25 19.83|+14 29 16.0|     | 8.880| |      | |K2              |          |BD +13 388                   |Simbad|N|1|    855.0000| |            |0.0000| |      |   2.90|       |  16.20|       |       | 3.0|1985Obs...105..201G                                |Details
-40.84044|036.14117| 126| |02 24 33.88|-40 50 25.6|     | 6.170|V|      | |G5IV            |          |HIP 11231                    |Simbad| |1|    142.3300| |            |0.2900| |      |  17.80|       |   0.70|       |       | 3.0|1967RGOB..130..355B                                |Details
+50.56997|036.96575| 127|N|02 27 51.78|+50 34 11.9|     | 6.120|V|      | |F4V             |F4V       |HIP 11465                    |Simbad|N|1|     10.9903| |            |0.1800| |      |  46.50|  50.00|  -5.30|       |       | 3.0|N1965                                              |Details
+50.56997|036.96575| 127|N|02 27 51.78|+50 34 11.9|     | 6.120|V|      | |F4V             |F4V       |HIP 11465                    |Simbad|N|2|     10.9899| |      0.0000|0.1924| |0.0006|  46.72|  48.08|  -3.70|       |       | 5.0|2010AJ....139.1579F                                |Details
+15.03456|038.22558| 128|N|02 32 54.14|+15 02 04.4|     | 6.040|V|      | |F7V             |G5V       |HIP 11843                    |Simbad|N|1|     19.3787| |            |0.3900| |      |  24.00|  31.20|   8.80|       |       | 4.0|1986PASP...98..468L                                |Details
 +3.73244|038.78167| 129|N|02 35 07.60|+03 43 56.8|     |12.250|V|      | |DA              |M1-2V     |HIP 12031                    |Simbad|N|1|      4.2319| |            |0.0000| |      |  67.30|       |  55.20|       |       | 2.0|1978ApJ...223..260T                                |Details
-43.79636|038.59404| 130|N|02 34 22.57|-43 47 46.9|     | 8.700|V| 9.030|V|K7Ve            |M0Ve      |HIP 11964                    |Simbad|N|1|      1.5615| |            |0.0500| |      |  37.80|       |  41.90|       |       | 2.0|1959MNRAS.119..526E                                |Details
+39.89611|039.33683| 131|N|02 37 20.84|+39 53 46.0|     | 6.540|V|      | |B5V             |          |HIP 12218                    |Simbad|N|1|      2.0899| |            |0.0500| |      |  21.40|       |  12.00|       |       | 3.0|1981A&AS...44...59H                                |Details
+24.64722|039.25217| 132|N|02 37 00.52|+24 38 50.0|     | 6.580|V|      | |F6III           |          |HIP 12189                    |Simbad|N|1|      1.1095| |            |0.0600| |      |  22.40|       |  14.40|       |       | 3.0|1974PASP...86..455M                                |Details
+60.55328|040.35067| 133|N|02 41 24.16|+60 33 11.8|     | 8.390|V| 9.010|V|A4-5V           |          |HIP 12543                    |Simbad|N|1|      0.6847| |            |0.1200| |      |  80.00|       |  26.00|       |       | 3.0|1958MmSAI..29..433M                                |Details
